review_text,label
"This is for the kiddie pool...the parc itself is beautiful! I took my kids there last Thursday we were all in bathing suits (i am Muslim) and we were approached by a young girl before we even got to the pool....she started to tell me there is a new policy that you can't go inside if you don't have a swimsuit....i looked at her and said ""I'm wearing a swimsuit"" so I get Inside and noticed I was the only parent with a bathing suit!
I didn't say anything even though I was mad....so I'm playing with my kids and was approached again by a male lifeguard at that point I got mad...started saying look around...I'm the only person with a bathing suit! My burkini is clearly a bathing suit made of Lycra....it's unbelievable how racist people can be..I live in the Plateau....stupidity has no limit...will not go back.",0
Cool,1
Clean. Well indicated trails. Visitor areas for restrooms and eating are clean and well maintained. A nice slice of nature in the city.,1
Kids loved the snow tubing hills. Want to take them back for the ski and snowboard lessons.,1
Lots of expansive sports playing fields here. I recommend watching the volley ball games to get a pleasant view of hot bodies in the sun.,1
Great park with lots of kids games.,1
"Located at a lake, has several  benches, kids playground & water spray playground and running path lanes. Parking available also",1
"Beautiful urban park with skating rink, baseball diamond, kids play area, dog run,  free WiFi.",1
Peaceful and calm location,1
"For baseball not a beautiful field, however, for soccer, very beautiful field and the games for children well equipped clean field as a whole not for baseball",0
Great park to walk around any time of year.,1
Love it,1
Lovely views of city and river. Bring sun block if sunny warm day.,1
Nice place for sport and relaxing,1
"The park is fantastic. It was very impressive because there were various rides, lawn playgrounds, and a small pond in the large park. It was very good.",1
Great,1
"Lovely and peaceful, usually go there to chill have some tea or choco-cafe, run or take a walk...",1
"Easy access, an outdoor place where you can walk to the Latin Quarter on a pleasant tour.",1
Quiet area to see fireworks,1
Rlly nice place! Lots of greenerie,1
Three free tennis courts that do the job. The condition is not faultless but it is free. Be careful not to arrive right on time because you will certainly not have land.,0
Good park. It has some places to fish also.,0
Park of trees.,1
"I go here for track workouts twice a week. There's also a nice selection of workout equipment, horseshoe pits and even ping pong tables",1
This is a nice park. There is a nice little area for kids.,1
"I was really surprised with all the things they have added to the park, it looks pretty noce and as clean as always a very good place to bring people for the first time they know montreal, but a very good place to enjoy the view of the city too",1
Plaisant avec beaucoup de monde,0
Fantastic park with lots of nature,1
Emile Bilodeau flat and no voice. I left after 5 min.,0
"Small neighborhood park with children's games, new swings, water games. This winter we were even able to take advantage of the loan of equipment (sled, ice skates). Very nice for picnicking in the summer.",1
Beautiful place for a nice quiet walk!,1
Beautiful location for a family stroll :),1
"Nice Parc, just love it. Great to run and to do cross-country during the winter.",1
"The Lachine Rapids are beautiful and here is the best place to enjoy them. If you are reckless, you can put a boat in the water like a kayak and try to tread the wavelets. The park is well maintained and green to …",1
"Beautifully kept Parc with an arena, a soccer field, a football field, a running track, a Parc for kids and a kids pool.",1
Very busy place around the odd customer to find ladrogue requires more sureillance,0
Great clean parc for relaxing or sports. Has playground for children as well.,1
"Best place for a picnic, bike laps or sheep finding!",1
"Great place with a nice little chair and table arrangement to enjoy the good weather with friends. There are water games and a park for children and tennis courts. On the other hand, it's not huge :)",1
Perfect little place to chill and also for a little working it,1
Very nice park for all ages.,1
Beautiful park.people were skating ⛸,1
Nice Parc,1
A very central park and connects with great places to walk highly recommended,1
Excellent place to relax!,1
A very entertaining and busy place,1
Perfect,1
"This park hosted family day yesterday. If u see any pics, that was just for the day.",0
"Super nice, brand new with beautiful tables and games for children",1
Worth exploring。,1
"Very nice place to run, walk bike or simply relax.",1
Yes,1
One of the best park in Montreal,1
Small park ideal for those who work around for the break otherwise nothing special.,0
"Many activities to do for all ages, very easy to get by public transport (metro Jean Drapeau, yellow line). Went here for Piknik Electronik, Soniq Island, Dragon Boat, and the beach or the swimming pool.",1
"Very beautiful relaxing you may have pik nik, fish sun bath.",1
Live it,1
Pretty one. Asser big too,1
"It's a nice place to chill out , lunch and people watching.",1
Great slides my kids love.,1
Such a great place.,1
"fantastic parc, go there on winter for amazing ice skate experience",1
Nice for spend some time with family and kids love their facilities,1
It's a small park with bench and fountain in summer. It's located in front of the metro Sherbrooke,0
"The view from the park is amazing, you could see the big huge building and the park itself is beautiful",1
This park is amazing!  Was here for a music festival and had a lovely time!,1
"Simple but nice ... romper, skate park, baseball field and more ...",0
Great for cross-country skiing,1
"Huge parc with lof of play grounds: soccer, football, skateboarding  ... used as School yard too may be the reason why no noticable restroom",1
Children's playground. Filled with tramps at night,0
Would need love,0
OUIEEEEEE IN THE CRACK!,1
Well,1
"Beautiful nature, I like it so much.",1
Amazing for summer music events.,1
"Beautiful little neighborhood park, fountain and small playground for young children. Several dog owners ...",1
They have a lot of amenities. They could add other modules because there are many children and it quickly becomes crowded.,0
It's so beautiful.,1
It is a very beautiful sports center. The swimming pool has been recently renovated. Several courses are offered there. The day camps are well organized and the staff pleasant.,1
